"x"
"1"	8.7547486300905e-57
"2"	1.50939442433122e-25
"3"	8.60105818366899e-18
"4"	3.99830916473393e-20
"5"	1.12259204020645e-19
"6"	3.05611556184865e-05
"7"	0.00593343165388119
"8"	0.000178361356347352
"9"	9.987444181344e-12
"10"	0.111020044950764
"11"	0.110959786098981
"12"	1.66161623346985e-06
"13"	0.00583130715961864
"14"	8.2600045693352e-10
"15"	1.80217756985517e-11
"16"	1.03574687840016e-20
"17"	1.44822531375297e-17
"18"	2.6460162021393e-58
"19"	7.57730157310562e-68
"20"	6.6577542489317e-68
"21"	3.16190231670981e-34
"22"	3.72012001751538e-21
"23"	7.96791556567471e-21
"24"	0.000312284498998192
"25"	1.44847820768521e-05
"26"	0.000125989583237017
"27"	0.00166626542544567
"28"	0.000518099856164248
"29"	0.00922898951455218
"30"	0.00572233892079469
"31"	0.000220826059615142
"32"	6.93880503830024e-07
"33"	6.63737007005191e-13
"34"	1.23695686340084e-16
"35"	4.10955396943414e-18
"36"	5.93677780320582e-32
"37"	4.45046296527276e-34
"38"	1.44880241725967e-76
"39"	2.4281440033823e-88
"40"	1.10477412296678e-26
"41"	5.19381708132156e-19
"42"	8.97971676358369e-06
"43"	4.37863522628432e-15
"44"	6.18493060122796e-08
"45"	2.99274004990745e-08
"46"	0.0149401717183179
"47"	3.49374502277316e-07
"48"	1.25778569210593e-05
"49"	0.0117218423396166
"50"	0.000617081643924523
"51"	0.000184927022778519
"52"	1.93868216568922e-13
"53"	1.62633226127351e-28
"54"	1.69919057100193e-09
"55"	3.89329696343289e-53
"56"	2.98846406094145e-30
"57"	1.97405897789889e-78
"58"	1.21666998531463e-119
"59"	5.14169527970625e-47
"60"	3.30954141417377e-36
"61"	2.18836507793815e-15
"62"	8.18225871339021e-08
"63"	2.1844602621643e-06
"64"	0.00195301096317927
"65"	0.00197695687288342
"66"	0.000416493709881669
"67"	3.16562653468103e-05
"68"	0.0305452324375287
"69"	0.0454535030198726
"70"	3.20595585287893e-07
"71"	1.59805436454373e-07
"72"	2.1943269998287e-05
"73"	4.12611469099312e-09
"74"	1.81396042126482e-28
"75"	1.28570881173131e-96
"76"	2.17258964838566e-115
"77"	5.86483139577652e-66
"78"	9.27418853584906e-53
"79"	6.98627039553082e-37
"80"	3.96152732429903e-14
"81"	3.10530433582221e-08
"82"	0.25904537402603
"83"	1.06479638359814e-06
"84"	0.000159062908592171
"85"	0.00547359876584521
"86"	0.0132754651467388
"87"	0.000734703301356046
"88"	0.0978633641043407
"89"	1.19657131094262e-13
"90"	8.99034439707227e-18
"91"	1.89500182207415e-26
"92"	8.14286706935274e-29
"93"	1.32824780303343e-21
"94"	1.09848585934045e-70
"95"	8.21974576108483e-94
"96"	8.61529186441827e-113
"97"	2.6132412346723e-34
"98"	6.50390741780504e-74
"99"	3.71476138777625e-22
"100"	5.86650142908396e-07
"101"	1.9921063940529e-08
"102"	0.0121157158031697
"103"	0.0140257749798815
"104"	6.83737550648496e-07
"105"	0.000234328640779322
"106"	0.00405788736869079
"107"	0.00018572826744835
"108"	0.000357443447785429
"109"	8.19824056844935e-07
"110"	4.74052926590233e-20
"111"	2.04635088774193e-34
"112"	4.2008723778159e-29
"113"	1.40544774817009e-61
"114"	6.4049367087846e-77
"115"	6.79446273751269e-60
"116"	1.11335348260345e-120
"117"	2.20626076962465e-19
"118"	6.50806323522698e-23
"119"	1.39333410819856e-17
"120"	3.2252278878505e-06
"121"	1.16726327405396e-09
"122"	0.240355895584529
"123"	4.85721426176597e-06
"124"	2.06081687160645e-05
"125"	0.000738723804622138
"126"	0.000757358850202516
"127"	0.00162553773103426
"128"	5.65513736806376e-05
"129"	1.39799103382712e-32
"130"	1.11208505293226e-28
"131"	1.72210624420569e-19
"132"	5.81588602066897e-87
"133"	1.0961808774036e-130
"134"	1.85955760948275e-183
"135"	5.33638303417243e-70
"136"	1.01949956158731e-18
"137"	5.02868285583436e-05
"138"	2.30390786599293e-10
"139"	8.74187864978355e-08
"140"	0.00874422945959395
"141"	1.26524288119961e-05
"142"	0.0992435591548405
"143"	0.00104776201446144
"144"	0.00103249644708639
"145"	0.00944809216936097
"146"	0.00204085938437521
"147"	4.03116161092685e-05
"148"	2.88924584543712e-10
"149"	7.448330258752e-22
"150"	8.0360078997196e-53
"151"	7.76886961103461e-52
"152"	1.13540671866736e-130
"153"	2.09435759177513e-66
"154"	2.40883123944416e-30
"155"	6.60067406566034e-22
"156"	3.12588631871213e-22
"157"	3.04893079609e-11
"158"	8.71360945623139e-08
"159"	0.00299309915809115
"160"	0.00111545156036123
"161"	0.00729587973437959
"162"	0.0339695735282479
"163"	5.516447826426e-07
"164"	5.22977654372574e-07
"165"	7.47105620673118e-05
"166"	2.4911657902893e-06
"167"	1.12146452037305e-19
"168"	3.45577644696949e-18
"169"	7.33499943926176e-72
"170"	9.14706145572926e-65
"171"	4.78695653351367e-102
"172"	2.31642029581908e-132
